GO_term	taxon
GO:0001739	Amniota
GO:0001751	Bilateria
GO:0001759	Eukaryota
GO:0001774	Vertebrata
GO:0001775	Amniota
GO:0001780	Vertebrata
GO:0001788	Mammalia
GO:0001829	Theria
GO:0001883	cellular organisms
GO:0001886	Gnathostomata
GO:0001890	Theria
GO:0001892	Theria
GO:0001927	Saccharomycetes
GO:0001934	root
GO:0001959	Amniota
GO:0001966	Bilateria
GO:0001994	Amniota
GO:0002068	Amniota
GO:0002070	Euteleostomi
GO:0002079	Amniota
GO:0002085	Amniota
GO:0002118	Bilateria
GO:0002160	Euteleostomi
GO:0002162	Tetrapoda
GO:0002248	Amniota
GO:0002251	Amniota
GO:0002253	Eukaryota
GO:0002262	Euteleostomi
GO:0002318	Amniota
GO:0002327	Mammalia
GO:0002383	Euteleostomi
GO:0002432	Euteleostomi
GO:0002457	Amniota
GO:0002458	Euteleostomi
GO:0002508	Amniota
GO:0002509	Eukaryota
GO:0002566	Amniota
GO:0002634	Mammalia
GO:0002635	Mammalia
GO:0002637	Euteleostomi
GO:0002638	Amniota
GO:0002643	Amniota
GO:0002724	Gnathostomata
GO:0002760	Gnathostomata
GO:0002841	Amniota
GO:0002897	Amniota
GO:0002924	Amniota
GO:0002946	Opisthokonta
GO:0002947	Euteleostomi
GO:0002952	Bacteria
GO:0003016	Amniota
GO:0003105	Amniota
GO:0003143	Bilateria
GO:0003144	Bilateria
GO:0003148	Tetrapoda
GO:0003160	Vertebrata
GO:0003171	Euteleostomi
GO:0003174	Amniota
GO:0003176	Amniota
GO:0003192	Amniota
GO:0003197	Euteleostomi
GO:0003198	Amniota
GO:0003208	Euteleostomi
GO:0003218	Gnathostomata
GO:0003219	Amniota
GO:0003222	Vertebrata
GO:0003250	Euteleostomi
GO:0003251	Amniota
GO:0003273	Amniota
GO:0003318	Euteleostomi
GO:0003356	Eukaryota
GO:0003383	Bilateria
GO:0003404	Euteleostomi
GO:0003412	Euteleostomi
GO:0003417	Euteleostomi
GO:0003831	Eukaryota
GO:0003945	cellular organisms
GO:0003947	Amniota
GO:0004052	Euteleostomi
GO:0004138	root
GO:0004230	root
GO:0004369	Bacteria
GO:0004461	cellular organisms
GO:0004490	root
GO:0004561	cellular organisms
GO:0004572	Eukaryota
GO:0004607	cellular organisms
GO:0004905	Euteleostomi
GO:0004933	Dikarya
GO:0004940	Euteleostomi
GO:0004941	Bilateria
GO:0004963	Gnathostomata
GO:0004968	Euteleostomi
GO:0004970	Bilateria
GO:0005010	Amniota
GO:0005018	Vertebrata
GO:0005026	Euteleostomi
GO:0005046	Eukaryota
GO:0005122	Drosophila
GO:0005135	Amniota
GO:0005138	Euteleostomi
GO:0005308	Tetrapoda
GO:0005328	Bilateria
GO:0005356	Eukaryota
GO:0005363	cellular organisms
GO:0005503	Opisthokonta
GO:0005534	cellular organisms
GO:0005599	Euteleostomi
GO:0005621	root
GO:0005638	Eukaryota
GO:0005642	Bilateria
GO:0005731	Eukaryota
GO:0005757	Amniota
GO:0005859	root
GO:0005896	Amniota
GO:0005954	Amniota
GO:0005989	root
GO:0006149	cellular organisms
GO:0006157	Amniota
GO:0006161	cellular organisms
GO:0006204	cellular organisms
GO:0006392	Eumetazoa
GO:0006521	root
GO:0006530	Eukaryota
GO:0006593	cellular organisms
GO:0006602	cellular organisms
GO:0006667	Euteleostomi
GO:0006687	Eukaryota
GO:0006705	Euarchontoglires
GO:0006743	Eukaryota
GO:0006769	cellular organisms
GO:0006787	cellular organisms
GO:0006903	Eukaryota
GO:0007112	Eukaryota
GO:0007121	Dikarya
GO:0007144	Eumetazoa
GO:0007196	Eukaryota
GO:0007278	Drosophila
GO:0007300	Drosophila
GO:0007301	Drosophila
GO:0007341	Amniota
GO:0007349	Eukaryota
GO:0007356	Tetrapoda
GO:0007362	Drosophila
GO:0007385	Drosophila
GO:0007386	Bilateria
GO:0007438	Drosophila
GO:0007492	Bilateria
GO:0007523	Drosophila
GO:0008123	Vertebrata
GO:0008204	root
GO:0008275	Eukaryota
GO:0008293	Drosophila
GO:0008328	Bilateria
GO:0008335	Drosophila
GO:0008358	Drosophila
GO:0008384	Bilateria
GO:0008447	cellular organisms
GO:0008456	root
GO:0008507	Euteleostomi
GO:0008517	cellular organisms
GO:0008532	Gnathostomata
GO:0008587	Pterygota
GO:0008626	Amniota
GO:0008631	Bilateria
GO:0008737	root
GO:0008789	root
GO:0008906	Pseudomonadati
GO:0008960	Bacteria
GO:0009048	Amniota
GO:0009071	cellular organisms
GO:0009114	cellular organisms
GO:0009115	Opisthokonta
GO:0009268	cellular organisms
GO:0009504	Streptophytina
GO:0009590	Eukaryota
GO:0009593	cellular organisms
GO:0009620	Eukaryota
GO:0009794	Bilateria
GO:0009920	Magnoliopsida
GO:0009946	Eukaryota
GO:0010014	Spermatophyta
GO:0010015	Embryophyta
GO:0010022	Magnoliopsida
GO:0010046	Eukaryota
GO:0010092	Bilateria
GO:0010113	Spermatophyta
GO:0010136	cellular organisms
GO:0010170	cellular organisms
GO:0010171	Bilateria
GO:0010172	Bilateria
GO:0010177	Eukaryota
GO:0010189	Eukaryota
GO:0010197	Mesangiospermae
GO:0010227	Magnoliopsida
GO:0010231	Mesangiospermae
GO:0010244	Embryophyta
GO:0010276	root
GO:0010312	cellular organisms
GO:0010319	Viridiplantae
GO:0010353	Eukaryota
GO:0010370	Eukaryota
GO:0010372	Magnoliopsida
GO:0010428	Eukaryota
GO:0010429	Mesangiospermae
GO:0010430	cellular organisms
GO:0010439	Magnoliopsida
GO:0010453	Amniota
GO:0010461	cellular organisms
GO:0010478	Streptophytina
GO:0010544	Amniota
GO:0010582	Mesangiospermae
GO:0010614	Amniota
GO:0010617	Mesangiospermae
GO:0010642	Amniota
GO:0010705	Eukaryota
GO:0010716	Bilateria
GO:0010744	Amniota
GO:0010748	Amniota
GO:0010749	Euteleostomi
GO:0010759	Gnathostomata
GO:0010803	Euteleostomi
GO:0010832	Amniota
GO:0010839	Amniota
GO:0010844	Opisthokonta
GO:0010845	Eukaryota
GO:0010886	Euteleostomi
GO:0010898	Opisthokonta
GO:0010903	Amniota
GO:0010917	Amniota
GO:0014037	Euteleostomi
GO:0014044	Euteleostomi
GO:0014048	Amniota
GO:0014074	Opisthokonta
GO:0014719	Tetrapoda
GO:0014728	Amniota
GO:0014807	Chordata
GO:0014813	Amniota
GO:0014814	Osteoglossocephalai
GO:0014816	Euteleostomi
GO:0014829	Amniota
GO:0014839	Gnathostomata
GO:0014843	Euteleostomi
GO:0014883	Amniota
GO:0015066	cellular organisms
GO:0015349	Euteleostomi
GO:0015375	Bilateria
GO:0015382	Euteleostomi
GO:0015418	Bacteria
GO:0015431	Eukaryota
GO:0015462	Eukaryota
GO:0015614	cellular organisms
GO:0015838	cellular organisms
GO:0015884	cellular organisms
GO:0015916	Opisthokonta
GO:0015994	cellular organisms
GO:0016048	Eukaryota
GO:0016060	Ecdysozoa
GO:0016129	Eukaryota
GO:0016312	Euteleostomi
GO:0016330	Arthropoda
GO:0016421	Viridiplantae
GO:0016479	Opisthokonta
GO:0016496	Euteleostomi
GO:0016521	Euteleostomi
GO:0016553	Eukaryota
GO:0016595	cellular organisms
GO:0016802	Methanobacteriota
GO:0016856	Bacteria
GO:0017126	Eukaryota
GO:0018146	Euteleostomi
GO:0018479	root
GO:0018530	cellular organisms
GO:0018620	root
GO:0018669	Bacteria
GO:0018708	cellular organisms
GO:0018871	Pseudomonadota
GO:0019030	root
GO:0019074	root
GO:0019135	cellular organisms
GO:0019166	cellular organisms
GO:0019358	root
GO:0019372	Eukaryota
GO:0019483	Eukaryota
GO:0019770	Mammalia
GO:0019806	root
GO:0019810	cellular organisms
GO:0019834	Bilateria
GO:0019953	Eukaryota
GO:0021527	Vertebrata
GO:0021532	Euteleostomi
GO:0021542	Euteleostomi
GO:0021545	Euteleostomi
GO:0021559	Euteleostomi
GO:0021575	Euteleostomi
GO:0021587	Vertebrata
GO:0021631	Euteleostomi
GO:0021650	Amniota
GO:0021688	Amniota
GO:0021693	Vertebrata
GO:0021762	Tetrapoda
GO:0021764	Amniota
GO:0021782	Bilateria
GO:0021797	Euteleostomi
GO:0021801	Amniota
GO:0021872	Euteleostomi
GO:0021874	Amniota
GO:0021902	Gnathostomata
GO:0021904	Euteleostomi
GO:0021940	Amniota
GO:0021978	Euteleostomi
GO:0021984	Euteleostomi
GO:0022011	Gnathostomata
GO:0022027	Eukaryota
GO:0022400	Gnathostomata
GO:0022614	Amniota
GO:0022616	Opisthokonta
GO:0022849	Eukaryota
GO:0030200	cellular organisms
GO:0030224	Vertebrata
GO:0030235	Bilateria
GO:0030262	Amniota
GO:0030263	Bilateria
GO:0030273	Deuterostomia
GO:0030278	Vertebrata
GO:0030283	cellular organisms
GO:0030340	cellular organisms
GO:0030445	saccharomyceta
GO:0030446	saccharomyceta
GO:0030517	Bilateria
GO:0030603	Eukaryota
GO:0030700	root
GO:0030703	Bilateria
GO:0030731	root
GO:0030856	Bilateria
GO:0030895	Amniota
GO:0030913	Amniota
GO:0030948	Bilateria
GO:0030949	Bilateria
GO:0031076	Vertebrata
GO:0031077	Euteleostomi
GO:0031099	Bilateria
GO:0031100	Euteleostomi
GO:0031152	Dictyostelia
GO:0031247	Eukaryota
GO:0031248	Opisthokonta
GO:0031253	Bilateria
GO:0031425	Embryophyta
GO:0031442	Opisthokonta
GO:0031467	Bilateria
GO:0031670	cellular organisms
GO:0031763	Euteleostomi
GO:0031773	Euteleostomi
GO:0031835	Euteleostomi
GO:0031856	Amniota
GO:0031857	Amniota
GO:0031891	Gnathostomata
GO:0031892	Tetrapoda
GO:0031897	Viridiplantae
GO:0031957	cellular organisms
GO:0032093	Opisthokonta
GO:0032202	Opisthokonta
GO:0032232	Opisthokonta
GO:0032277	Euteleostomi
GO:0032348	Amniota
GO:0032361	cellular organisms
GO:0032405	Amniota
GO:0032444	Bilateria
GO:0032458	Amniota
GO:0032476	Eukaryota
GO:0032478	Opisthokonta
GO:0032479	Euteleostomi
GO:0032510	root
GO:0032528	Bilateria
GO:0032558	Boreoeutheria
GO:0032736	Amniota
GO:0032849	Amniota
GO:0032909	Amniota
GO:0032935	Opisthokonta
GO:0032945	Bilateria
GO:0032971	Amniota
GO:0032972	Amniota
GO:0033011	Eukaryota
GO:0033040	Bilateria
GO:0033045	Eukaryota
GO:0033085	Amniota
GO:0033093	Amniota
GO:0033101	Saccharomycotina
GO:0033306	root
GO:0033500	Eukaryota
GO:0033583	Neoptera
GO:0033591	Eukaryota
GO:0033599	Mammalia
GO:0033686	Euteleostomi
GO:0033730	cellular organisms
GO:0033734	cellular organisms
GO:0033752	Pseudomonadota
GO:0033791	Gnathostomata
GO:0033794	root
GO:0033795	Bacteria
GO:0033853	cellular organisms
GO:0034136	root
GO:0034137	Amniota
GO:0034230	Amniota
GO:0034342	Amniota
GO:0034345	Euarchontoglires
GO:0034351	Bilateria
GO:0034384	Euteleostomi
GO:0034447	Euteleostomi
GO:0034503	Fungi
GO:0034514	Eukaryota
GO:0034545	root
GO:0034616	Amniota
GO:0034737	Fungi
GO:0034832	cellular organisms
GO:0035051	Bilateria
GO:0035073	Drosophila
GO:0035089	Bilateria
GO:0035094	Bilateria
GO:0035112	Amniota
GO:0035150	Bilateria
GO:0035155	Drosophila
GO:0035186	Drosophila
GO:0035202	Drosophila
GO:0035214	Pterygota
GO:0035279	Eukaryota
GO:0035310	Drosophila
GO:0035317	Ecdysozoa
GO:0035324	Drosophila
GO:0035455	Bilateria
GO:0035502	Amniota
GO:0035543	Opisthokonta
GO:0035640	Amniota
GO:0035643	Bilateria
GO:0035662	cellular organisms
GO:0035767	Euteleostomi
GO:0035790	Gnathostomata
GO:0035798	Eukaryota
GO:0035841	root
GO:0035863	Opisthokonta
GO:0035877	Bilateria
GO:0035883	Bilateria
GO:0035912	Vertebrata
GO:0035976	Bilateria
GO:0036011	Endopterygota
GO:0036020	Eukaryota
GO:0036021	Primates
GO:0036245	Fungi
GO:0036324	Amniota
GO:0036336	Amniota
GO:0036354	Pseudomonadati
GO:0036379	Euteleostomi
GO:0036448	root
GO:0036488	Euteleostomi
GO:0036493	Eumetazoa
GO:0038018	Euteleostomi
GO:0038022	Bilateria
GO:0038033	Amniota
GO:0038091	Amniota
GO:0038092	Eumetazoa
GO:0038094	Amniota
GO:0038100	Bilateria
GO:0038133	Euteleostomi
GO:0038173	root
GO:0039535	Euteleostomi
GO:0039588	root
GO:0039664	root
GO:0039687	Adenoviridae
GO:0040002	Rhabditida
GO:0040020	Eukaryota
GO:0040021	Rhabditida
GO:0040026	Nematoda
GO:0040039	Rhabditida
GO:0042018	Amniota
GO:0042118	Euteleostomi
GO:0042166	Bilateria
GO:0042220	Bilateria
GO:0042297	Amniota
GO:0042340	Euteleostomi
GO:0042617	Pinidae
GO:0042660	Bilateria
GO:0042663	Euteleostomi
GO:0042670	Vertebrata
GO:0042671	Neopterygii
GO:0042690	Drosophila
GO:0042694	Bilateria
GO:0042699	Gnathostomata
GO:0042714	Drosophila
GO:0042756	Bilateria
GO:0042758	Eukaryota
GO:0042832	root
GO:0042868	root
GO:0042922	Gnathostomata
GO:0042924	Amniota
GO:0042942	Gnathostomata
GO:0042997	Opisthokonta
GO:0043035	Eukaryota
GO:0043058	Rhabditida
GO:0043114	Bilateria
GO:0043183	Amniota
GO:0043199	cellular organisms
GO:0043208	Bilateria
GO:0043247	Opisthokonta
GO:0043262	Eukaryota
GO:0043276	Amniota
GO:0043297	Bilateria
GO:0043373	Amniota
GO:0043403	Euteleostomi
GO:0043505	Opisthokonta
GO:0043536	Eumetazoa
GO:0043576	Euteleostomi
GO:0043583	Euteleostomi
GO:0043585	Amniota
GO:0043589	Euteleostomi
GO:0043642	Streptomyces niveus
GO:0043697	Bilateria
GO:0043757	root
GO:0043800	root
GO:0043825	Pseudomonadati
GO:0043863	Enterobacteriaceae
GO:0043873	Bacteria
GO:0043879	cellular organisms
GO:0043935	Dikarya
GO:0043936	cellular organisms
GO:0043993	Eukaryota
GO:0044017	Opisthokonta
GO:0044095	Viruses
GO:0044159	Caudoviricetes
GO:0044160	Caudoviricetes
GO:0044179	root
GO:0044204	Viruses
GO:0044245	Primates
GO:0044293	Amniota
GO:0044298	Bilateria
GO:0044300	Amniota
GO:0044342	Euteleostomi
GO:0044347	cellular organisms
GO:0044667	Enterobacterales
GO:0044770	Bilateria
GO:0045006	Amniota
GO:0045060	Euteleostomi
GO:0045128	Eukaryota
GO:0045136	Euteleostomi
GO:0045172	Drosophila
GO:0045187	Bilateria
GO:0045199	Bilateria
GO:0045294	Eukaryota
GO:0045434	Drosophila
GO:0045463	Pterygota
GO:0045465	Drosophila
GO:0045541	Chordata
GO:0045549	Embryophyta
GO:0045601	Euteleostomi
GO:0045605	Tetrapoda
GO:0045609	Amniota
GO:0045620	Euteleostomi
GO:0045623	Amniota
GO:0045635	Neopterygii
GO:0045649	Euteleostomi
GO:0045658	Vertebrata
GO:0045660	Euteleostomi
GO:0045677	Drosophila
GO:0045723	cellular organisms
GO:0045794	Tetrapoda
GO:0045823	Bilateria
GO:0045873	Drosophila
GO:0045886	Bilateria
GO:0045887	Bilateria
GO:0045903	Opisthokonta
GO:0045911	cellular organisms
GO:0045924	Bilateria
GO:0045984	Saccharomycotina
GO:0045998	Arthropoda
GO:0046038	Amniota
GO:0046055	Amniota
GO:0046059	Amniota
GO:0046164	cellular organisms
GO:0046331	Bilateria
GO:0046339	Opisthokonta
GO:0046360	cellular organisms
GO:0046466	Eukaryota
GO:0046479	Euteleostomi
GO:0046485	Euteleostomi
GO:0046530	Bilateria
GO:0046545	Euteleostomi
GO:0046552	Bilateria
GO:0046557	cellular organisms
GO:0046596	Amniota
GO:0046622	Eukaryota
GO:0046649	Amniota
GO:0046668	Amniota
GO:0046683	Eukaryota
GO:0046693	Drosophila
GO:0046711	root
GO:0046798	Viruses
GO:0046814	root
GO:0046871	cellular organisms
GO:0046881	Euteleostomi
GO:0046959	Bilateria
GO:0046960	Bilateria
GO:0046985	Euteleostomi
GO:0047015	root
GO:0047051	root
GO:0047066	Eukaryota
GO:0047068	root
GO:0047100	cellular organisms
GO:0047110	root
GO:0047113	root
GO:0047172	Embryophyta
GO:0047190	Amniota
GO:0047274	cellular organisms
GO:0047326	Eukaryota
GO:0047395	cellular organisms
GO:0047408	cellular organisms
GO:0047435	cellular organisms
GO:0047449	Bacteria
GO:0047508	cellular organisms
GO:0047602	cellular organisms
GO:0047613	Vertebrata
GO:0047672	Pentapetalae
GO:0047689	cellular organisms
GO:0047705	cellular organisms
GO:0047776	Dianthus caryophyllus
GO:0047826	root
GO:0047846	Viruses
GO:0047868	root
GO:0047912	Mesangiospermae
GO:0048002	Amniota
GO:0048014	Vertebrata
GO:0048022	Bilateria
GO:0048030	Eukaryota
GO:0048070	Bilateria
GO:0048098	Drosophila
GO:0048100	Neoptera
GO:0048132	Bilateria
GO:0048169	Bilateria
GO:0048242	Gnathostomata
GO:0048264	Opisthokonta
GO:0048288	Opisthokonta
GO:0048304	Amniota
GO:0048337	Bilateria
GO:0048343	Amniota
GO:0048354	Magnoliopsida
GO:0048368	Euteleostomi
GO:0048479	Magnoliopsida
GO:0048520	Bilateria
GO:0048527	Viridiplantae
GO:0048557	Bilateria
GO:0048566	Bilateria
GO:0048631	Amniota
GO:0048634	Euteleostomi
GO:0048639	Eukaryota
GO:0048643	Amniota
GO:0048671	Gnathostomata
GO:0048677	Bilateria
GO:0048697	Amniota
GO:0048713	Amniota
GO:0048714	Gnathostomata
GO:0048730	Bilateria
GO:0048733	Mammalia
GO:0048798	Neopterygii
GO:0048806	Bilateria
GO:0048842	Bilateria
GO:0048845	Euteleostomi
GO:0048859	Bilateria
GO:0048864	Bilateria
GO:0048868	Euphyllophyta
GO:0048877	Euteleostomi
GO:0048884	Vertebrata
GO:0050020	root
GO:0050225	root
GO:0050303	cellular organisms
GO:0050333	cellular organisms
GO:0050350	Mesangiospermae
GO:0050429	Eukaryota
GO:0050486	cellular organisms
GO:0050544	Euteleostomi
GO:0050551	Eukaryota
GO:0050609	root
GO:0050645	Eukaryota
GO:0050812	Amniota
GO:0050856	Amniota
GO:0050881	Euteleostomi
GO:0050894	Amniota
GO:0050917	Gnathostomata
GO:0050921	root
GO:0050927	Eukaryota
GO:0050965	Bilateria
GO:0050976	Bilateria
GO:0050996	Bilateria
GO:0051057	Euteleostomi
GO:0051122	Amniota
GO:0051128	Amniota
GO:0051148	Bilateria
GO:0051237	Opisthokonta
GO:0051296	Bilateria
GO:0051425	cellular organisms
GO:0051451	Bilateria
GO:0051510	Eukaryota
GO:0051584	Bilateria
GO:0051585	Amniota
GO:0051608	Bilateria
GO:0051621	Amniota
GO:0051622	Amniota
GO:0051640	Bilateria
GO:0051643	Bilateria
GO:0051656	Opisthokonta
GO:0051684	Eukaryota
GO:0051730	Fungi
GO:0051797	Mammalia
GO:0051861	cellular organisms
GO:0051891	Tetrapoda
GO:0051919	cellular organisms
GO:0051939	Bilateria
GO:0051952	Euteleostomi
GO:0051987	Eukaryota
GO:0052325	Viridiplantae
GO:0052692	cellular organisms
GO:0052732	Eukaryota
GO:0052733	Enterobacterales
GO:0052823	Pseudomonadota
GO:0052845	cellular organisms
GO:0052847	Eukaryota
GO:0052875	cellular organisms
GO:0052876	Bacteria
GO:0052909	Opisthokonta
GO:0052912	root
GO:0055012	Euteleostomi
GO:0055046	Mesangiospermae
GO:0060024	Bilateria
GO:0060045	Euteleostomi
GO:0060046	Amniota
GO:0060056	Mammalia
GO:0060060	Amniota
GO:0060061	Euteleostomi
GO:0060065	Bilateria
GO:0060069	Rhabditida
GO:0060128	Euteleostomi
GO:0060129	Amniota
GO:0060164	Amniota
GO:0060235	Amniota
GO:0060244	Amniota
GO:0060249	Euteleostomi
GO:0060258	Fungi
GO:0060259	Bilateria
GO:0060267	Eukaryota
GO:0060309	Opisthokonta
GO:0060325	Euteleostomi
GO:0060347	Euteleostomi
GO:0060361	Drosophila
GO:0060372	Amniota
GO:0060373	Amniota
GO:0060399	Amniota
GO:0060414	Amniota
GO:0060415	Bilateria
GO:0060428	Amniota
GO:0060435	Euteleostomi
GO:0060439	Bilateria
GO:0060440	Amniota
GO:0060449	Tetrapoda
GO:0060480	Amniota
GO:0060481	Amniota
GO:0060484	Tetrapoda
GO:0060528	Mammalia
GO:0060535	Amniota
GO:0060563	Amniota
GO:0060574	Amniota
GO:0060591	Amniota
GO:0060603	Mammalia
GO:0060638	Amniota
GO:0060644	Mammalia
GO:0060669	Theria
GO:0060672	Theria
GO:0060674	Theria
GO:0060707	Theria
GO:0060713	Theria
GO:0060716	Theria
GO:0060720	Rodentia
GO:0060732	Euteleostomi
GO:0060761	Amniota
GO:0060764	Mammalia
GO:0060767	Mammalia
GO:0060770	Mammalia
GO:0060853	Vertebrata
GO:0060856	Bilateria
GO:0060876	Euteleostomi
GO:0060900	Euteleostomi
GO:0060956	Vertebrata
GO:0060958	Euteleostomi
GO:0060974	Euteleostomi
GO:0060977	Euteleostomi
GO:0061037	Tetrapoda
GO:0061040	Bilateria
GO:0061042	Euteleostomi
GO:0061045	Amniota
GO:0061049	Amniota
GO:0061072	Euteleostomi
GO:0061118	Eukaryota
GO:0061156	Amniota
GO:0061177	Eumetazoa
GO:0061195	Osteoglossocephalai
GO:0061298	Euteleostomi
GO:0061304	Euteleostomi
GO:0061308	Amniota
GO:0061430	Amniota
GO:0061470	Euteleostomi
GO:0061496	Fungi
GO:0061497	root
GO:0061514	Amniota
GO:0061515	Euteleostomi
GO:0061535	Amniota
GO:0061537	Amniota
GO:0061549	Euteleostomi
GO:0061623	Amniota
GO:0061693	cellular organisms
GO:0061708	cellular organisms
GO:0061728	Bilateria
GO:0061755	Amniota
GO:0061768	Euteleostomi
GO:0061771	Bilateria
GO:0061797	Bilateria
GO:0061851	Eukaryota
GO:0062009	Euteleostomi
GO:0062062	Eukaryota
GO:0062137	root
GO:0062176	root
GO:0070052	Vertebrata
GO:0070060	cellular organisms
GO:0070090	Ecdysozoa
GO:0070154	Ascomycota
GO:0070208	Eukaryota
GO:0070211	Fungi
GO:0070236	Euteleostomi
GO:0070256	Amniota
GO:0070268	Amniota
GO:0070293	Euteleostomi
GO:0070316	Opisthokonta
GO:0070358	Gnathostomata
GO:0070424	Euteleostomi
GO:0070444	Euteleostomi
GO:0070462	Opisthokonta
GO:0070495	Amniota
GO:0070506	Gnathostomata
GO:0070516	Amniota
GO:0070550	root
GO:0070551	Opisthokonta
GO:0070654	Vertebrata
GO:0070658	Clupeocephala
GO:0070674	Amniota
GO:0070675	Amniota
GO:0070691	Opisthokonta
GO:0070693	root
GO:0070695	Euteleostomi
GO:0070697	Eumetazoa
GO:0070821	Amniota
GO:0070841	Amniota
GO:0070849	Tetrapoda
GO:0070900	Eukaryota
GO:0071071	Opisthokonta
GO:0071073	Opisthokonta
GO:0071141	Euteleostomi
GO:0071265	root
GO:0071318	Eukaryota
GO:0071357	Euteleostomi
GO:0071361	Opisthokonta
GO:0071405	Vertebrata
GO:0071459	Opisthokonta
GO:0071460	Amniota
GO:0071483	Eukaryota
GO:0071486	Eukaryota
GO:0071494	Eukaryota
GO:0071550	Amniota
GO:0071563	root
GO:0071585	cellular organisms
GO:0071625	Amniota
GO:0071626	Amniota
GO:0071682	Amniota
GO:0071727	Amniota
GO:0071755	Amniota
GO:0071864	Amniota
GO:0071866	Amniota
GO:0071896	Bilateria
GO:0071909	Amniota
GO:0072016	Amniota
GO:0072070	Amniota
GO:0072133	Amniota
GO:0072134	Amniota
GO:0072144	Amniota
GO:0072178	Euteleostomi
GO:0072249	Amniota
GO:0072274	Amniota
GO:0072356	Eukaryota
GO:0072385	Amniota
GO:0072387	Magnoliopsida
GO:0072429	Opisthokonta
GO:0072530	Euteleostomi
GO:0072544	Eumetazoa
GO:0072545	Eukaryota
GO:0072554	Euteleostomi
GO:0072574	Vertebrata
GO:0072578	Amniota
GO:0072683	Vertebrata
GO:0072732	Eukaryota
GO:0072749	Amniota
GO:0072752	Eukaryota
GO:0075018	Pezizomycotina
GO:0075306	leotiomyceta
GO:0075522	root
GO:0075525	root
GO:0080037	root
GO:0080112	Mesangiospermae
GO:0080175	Mesangiospermae
GO:0080183	cellular organisms
GO:0086003	Amniota
GO:0086015	Amniota
GO:0086016	Amniota
GO:0086041	Amniota
GO:0086043	Amniota
GO:0086046	Amniota
GO:0086047	Amniota
GO:0086048	Amniota
GO:0086060	Mammalia
GO:0086061	Mammalia
GO:0086062	Mammalia
GO:0086063	Mammalia
GO:0086067	Amniota
GO:0086073	Amniota
GO:0086080	Euteleostomi
GO:0089707	root
GO:0089708	Opisthokonta
GO:0090049	Euteleostomi
GO:0090083	Opisthokonta
GO:0090092	Amniota
GO:0090128	Bilateria
GO:0090173	Eukaryota
GO:0090187	Amniota
GO:0090207	Opisthokonta
GO:0090245	Euteleostomi
GO:0090259	Euteleostomi
GO:0090274	Amniota
GO:0090280	Euteleostomi
GO:0090290	Amniota
GO:0090296	Amniota
GO:0090318	Amniota
GO:0090351	Viridiplantae
GO:0090358	cellular organisms
GO:0090504	Chordata
GO:0090597	Nematoda
GO:0090646	Opisthokonta
GO:0090669	Eukaryota
GO:0090676	Bilateria
GO:0090698	Mesangiospermae
GO:0090722	Amniota
GO:0097028	Euteleostomi
GO:0097070	Tetrapoda
GO:0097079	Fungi
GO:0097080	Opisthokonta
GO:0097094	Amniota
GO:0097102	Amniota
GO:0097104	Bilateria
GO:0097105	Bilateria
GO:0097116	Amniota
GO:0097119	Gnathostomata
GO:0097135	Euteleostomi
GO:0097145	Eumetazoa
GO:0097151	Bilateria
GO:0097197	Bilateria
GO:0097211	Euteleostomi
GO:0097264	root
GO:0097269	root
GO:0097281	Boreoeutheria
GO:0097325	Euteleostomi
GO:0097339	cellular organisms
GO:0097342	Amniota
GO:0097356	Opisthokonta
GO:0097372	Bilateria
GO:0097383	Bilateria
GO:0097400	Chordata
GO:0097409	Amniota
GO:0097414	Amniota
GO:0097451	Amniota
GO:0097453	Amniota
GO:0097462	Amniota
GO:0097473	Amniota
GO:0097512	Amniota
GO:0097536	Euteleostomi
GO:0097601	Amniota
GO:0097655	root
GO:0097680	Opisthokonta
GO:0097712	Eukaryota
GO:0098004	Viruses
GO:0098536	Tetrapoda
GO:0098544	Amniota
GO:0098583	Amniota
GO:0098654	Opisthokonta
GO:0098690	Amniota
GO:0098735	Amniota
GO:0098755	Magnoliopsida
GO:0098792	Bilateria
GO:0098838	Eukaryota
GO:0098863	Fungi
GO:0098909	Amniota
GO:0098919	Amniota
GO:0098966	Euteleostomi
GO:0098969	Euteleostomi
GO:0098985	Amniota
GO:0098990	Euteleostomi
GO:0099001	Caudoviricetes
GO:0099003	Bilateria
GO:0099120	Eukaryota
GO:0099174	Bilateria
