GO_term	taxon
GO:0046879	Euteleostomi
GO:0046880	Tetrapoda
GO:0046886	Amniota
GO:0046889	Opisthokonta
GO:0046905	root
GO:0046929	Bilateria
GO:0046938	cellular organisms
GO:0046984	Euteleostomi
GO:0047004	root
GO:0047006	cellular organisms
GO:0047017	cellular organisms
GO:0047024	Euteleostomi
GO:0047035	cellular organisms
GO:0047044	cellular organisms
GO:0047061	cellular organisms
GO:0047075	cellular organisms
GO:0047105	Eukaryota
GO:0047116	Bacteria
GO:0047124	root
GO:0047125	root
GO:0047130	cellular organisms
GO:0047131	cellular organisms
GO:0047186	Eukaryota
GO:0047192	Eukaryota
GO:0047196	cellular organisms
GO:0047205	cellular organisms
GO:0047213	Eukaryota
GO:0047220	Bilateria
GO:0047228	Bacteria
GO:0047253	Bilateria
GO:0047267	root
GO:0047277	Sarcopterygii
GO:0047288	Tetrapoda
GO:0047295	cellular organisms
GO:0047296	root
GO:0047322	Eukaryota
GO:0047349	cellular organisms
GO:0047407	root
GO:0047412	Eukaryota
GO:0047422	root
GO:0047437	root
GO:0047488	root
GO:0047497	Eumetazoa
GO:0047512	root
GO:0047568	Eukaryota
GO:0047614	root
GO:0047641	Embryophyta
GO:0047663	Bacteria
GO:0047680	Bacteria
GO:0047688	Bacteria
GO:0047713	Bacteria
GO:0047714	Eukaryota
GO:0047733	cellular organisms
GO:0047746	cellular organisms
GO:0047751	Eukaryota
GO:0047770	cellular organisms
GO:0047787	Eukaryota
GO:0047798	root
GO:0047809	cellular organisms
GO:0047820	cellular organisms
GO:0047838	root
GO:0047841	root
GO:0047866	root
GO:0047876	cellular organisms
GO:0047911	root
GO:0047918	root
GO:0047922	Bacteria
GO:0047934	cellular organisms
GO:0047935	cellular organisms
GO:0048012	Euteleostomi
GO:0048041	Eukaryota
GO:0048056	Arthropoda
GO:0048105	Bilateria
GO:0048190	Drosophila
GO:0048302	Tetrapoda
GO:0048318	Euteleostomi
GO:0048333	Bilateria
GO:0048339	Euteleostomi
GO:0048385	Euteleostomi
GO:0048386	Amniota
GO:0048408	Gnathostomata
GO:0048441	Mesangiospermae
GO:0048442	Magnoliopsida
GO:0048467	Magnoliopsida
GO:0048498	Brassicaceae
GO:0048509	Streptophytina
GO:0048510	Streptophytina
GO:0048535	Euteleostomi
GO:0048549	Amniota
GO:0048578	Magnoliopsida
GO:0048619	Eumetazoa
GO:0048626	Bilateria
GO:0048630	Euteleostomi
GO:0048633	Amniota
GO:0048653	Magnoliopsida
GO:0048661	Amniota
GO:0048662	Gnathostomata
GO:0048708	Euteleostomi
GO:0048794	Neopterygii
GO:0048808	Bilateria
GO:0048820	Mammalia
GO:0048829	Euphyllophyta
GO:0048831	Mesangiospermae
GO:0048840	Vertebrata
GO:0048841	Bilateria
GO:0048852	Amniota
GO:0048874	Euteleostomi
GO:0048935	Bilateria
GO:0050040	root
GO:0050062	cellular organisms
GO:0050086	cellular organisms
GO:0050090	Bacteria
GO:0050109	root
GO:0050111	root
GO:0050124	cellular organisms
GO:0050157	root
GO:0050162	cellular organisms
GO:0050207	Amniota
GO:0050232	cellular organisms
GO:0050241	Pseudomonadota
GO:0050254	Bilateria
GO:0050256	root
GO:0050266	Pentapetalae
GO:0050269	root
GO:0050277	cellular organisms
GO:0050281	root
GO:0050297	cellular organisms
GO:0050310	Bacteria
GO:0050319	Bacteria
GO:0050338	root
GO:0050357	cellular organisms
GO:0050371	root
GO:0050404	Mesangiospermae
GO:0050413	Bacteria
GO:0050417	Bacteria
GO:0050537	cellular organisms
GO:0050540	root
GO:0050555	Bacteria
GO:0050563	cellular organisms
GO:0050578	cellular organisms
GO:0050582	root
GO:0050592	Eukaryota
GO:0050605	root
GO:0050618	cellular organisms
GO:0050619	Embryophyta
GO:0050627	Bacteria
GO:0050637	cellular organisms
GO:0050655	Euteleostomi
GO:0050672	Amniota
GO:0050687	Eukaryota
GO:0050689	root
GO:0050694	Eukaryota
GO:0050714	Eukaryota
GO:0050734	Magnoliopsida
GO:0050798	Amniota
GO:0050825	root
GO:0050826	Embryophyta
GO:0050833	Eukaryota
GO:0050847	Euteleostomi
GO:0050855	Euteleostomi
GO:0050872	Tetrapoda
GO:0050915	Amniota
GO:0050936	Vertebrata
GO:0050951	Amniota
GO:0050954	Bilateria
GO:0050960	Bilateria
GO:0051044	root
GO:0051124	Bilateria
GO:0051127	Eukaryota
GO:0051135	Euteleostomi
GO:0051155	Euteleostomi
GO:0051214	Eukaryota
GO:0051248	Eukaryota
GO:0051254	Opisthokonta
GO:0051283	Eukaryota
GO:0051316	root
GO:0051388	Amniota
GO:0051424	Bilateria
GO:0051445	Eukaryota
GO:0051457	Eukaryota
GO:0051460	Bilateria
GO:0051466	Amniota
GO:0051489	Eumetazoa
GO:0051490	Eumetazoa
GO:0051549	Tetrapoda
GO:0051553	Mesangiospermae
GO:0051575	cellular organisms
GO:0051591	Eukaryota
GO:0051593	Eukaryota
GO:0051647	Eukaryota
GO:0051653	Opisthokonta
GO:0051661	Opisthokonta
GO:0051668	Opisthokonta
GO:0051686	Drosophila
GO:0051717	Eukaryota
GO:0051748	cellular organisms
GO:0051786	cellular organisms
GO:0051791	Eukaryota
GO:0051799	Mammalia
GO:0051800	Eukaryota
GO:0051867	Amniota
GO:0051886	Mammalia
GO:0051895	Metazoa
GO:0051899	Bilateria
GO:0051900	Bilateria
GO:0051901	Vertebrata
GO:0051902	Bilateria
GO:0051908	root
GO:0051917	Amniota
GO:0051951	Euteleostomi
GO:0051968	Bilateria
GO:0051970	Amniota
GO:0051971	Gnathostomata
GO:0051977	cellular organisms
GO:0051978	cellular organisms
GO:0051998	Eumetazoa
GO:0052027	root
GO:0052598	cellular organisms
GO:0052614	Bacteria
GO:0052619	root
GO:0052718	Fungi
GO:0052729	Bacteria
GO:0052737	cellular organisms
GO:0052810	Eukaryota
GO:0052829	root
GO:0052836	Primates
GO:0052839	Primates
GO:0052840	Eukaryota
GO:0052843	Eukaryota
GO:0052878	root
GO:0052881	cellular organisms
GO:0052910	Bacillati
GO:0052914	root
GO:0052917	Eukaryota
GO:0052927	Eukaryota
GO:0052929	root
GO:0052933	root
GO:0055002	Bilateria
GO:0055024	Bilateria
GO:0055092	Eukaryota
GO:0055102	Amniota
GO:0055107	Gnathostomata
GO:0055119	Amniota
GO:0060005	Euteleostomi
GO:0060008	Euteleostomi
GO:0060009	Tetrapoda
GO:0060018	Amniota
GO:0060023	Euteleostomi
GO:0060029	Vertebrata
GO:0060086	Bilateria
GO:0060092	Euteleostomi
GO:0060100	Eukaryota
GO:0060102	Rhabditida
GO:0060113	Euteleostomi
GO:0060117	Euteleostomi
GO:0060137	Gnathostomata
GO:0060155	Gnathostomata
GO:0060174	Euteleostomi
GO:0060178	Eukaryota
GO:0060187	cellular organisms
GO:0060192	Boreoeutheria
GO:0060193	Boreoeutheria
GO:0060215	Vertebrata
GO:0060221	Vertebrata
GO:0060245	Eukaryota
GO:0060253	Bilateria
GO:0060263	Amniota
GO:0060287	Eukaryota
GO:0060306	Amniota
GO:0060340	Eukaryota
GO:0060342	Tetrapoda
GO:0060350	Tetrapoda
GO:0060371	Euteleostomi
GO:0060391	Bilateria
GO:0060416	root
GO:0060420	Gnathostomata
GO:0060425	Euteleostomi
GO:0060441	Amniota
GO:0060445	Tetrapoda
GO:0060470	Gnathostomata
GO:0060478	Euteleostomi
GO:0060487	Amniota
GO:0060488	Amniota
GO:0060489	Amniota
GO:0060490	Amniota
GO:0060509	Amniota
GO:0060532	Amniota
GO:0060534	Amniota
GO:0060536	Chordata
GO:0060545	root
GO:0060546	Gnathostomata
GO:0060567	root
GO:0060575	Euteleostomi
GO:0060620	Tetrapoda
GO:0060706	Theria
GO:0060729	Bilateria
GO:0060753	Amniota
GO:0060760	Amniota
GO:0060784	Euteleostomi
GO:0060800	Theria
GO:0060912	Bilateria
GO:0060914	Bilateria
GO:0060916	Euteleostomi
GO:0060972	Bilateria
GO:0060976	Euteleostomi
GO:0060998	Euteleostomi
GO:0060999	Euteleostomi
GO:0061001	Euteleostomi
GO:0061015	Eukaryota
GO:0061036	Euteleostomi
GO:0061046	Amniota
GO:0061057	Drosophila
GO:0061073	Bilateria
GO:0061101	Bilateria
GO:0061145	Amniota
GO:0061163	Opisthokonta
GO:0061184	Amniota
GO:0061205	Euteleostomi
GO:0061299	Euteleostomi
GO:0061303	Euteleostomi
GO:0061323	Amniota
GO:0061333	Euteleostomi
GO:0061339	Amniota
GO:0061369	Amniota
GO:0061382	Endopterygota
GO:0061469	Vertebrata
GO:0061499	Fungi
GO:0061593	Bacteria
GO:0061594	Bacteria
GO:0061656	root
GO:0061659	Eukaryota
GO:0061673	Eukaryota
GO:0061697	Eukaryota
GO:0061702	Eumetazoa
GO:0061724	Euteleostomi
GO:0061740	Euteleostomi
GO:0061751	cellular organisms
GO:0061756	Eutheria
GO:0061760	Eukaryota
GO:0061769	Opisthokonta
GO:0061770	Eukaryota
GO:0061852	Opisthokonta
GO:0061920	Bilateria
GO:0061957	root
GO:0062052	Embryophyta
GO:0062072	Eukaryota
GO:0062073	Euteleostomi
GO:0062177	Deuterostomia
GO:0062185	Amniota
GO:0062243	Orthocoronavirinae
GO:0070001	Eukaryota
GO:0070071	Saccharomycetaceae
GO:0070087	Bilateria
GO:0070097	Bilateria
GO:0070106	Amniota
GO:0070145	root
GO:0070158	Eukaryota
GO:0070159	Ascomycota
GO:0070168	Amniota
GO:0070169	Amniota
GO:0070173	Amniota
GO:0070183	Opisthokonta
GO:0070259	Bilateria
GO:0070260	root
GO:0070298	Bacteria
GO:0070314	Opisthokonta
GO:0070324	Euteleostomi
GO:0070352	Euteleostomi
GO:0070378	Euteleostomi
GO:0070384	Amniota
GO:0070400	Bacteria
GO:0070404	cellular organisms
GO:0070421	Eukaryota
GO:0070455	Eukaryota
GO:0070459	Gnathostomata
GO:0070474	Tetrapoda
GO:0070532	Amniota
GO:0070533	Amniota
GO:0070549	Embryophyta
GO:0070561	Tetrapoda
GO:0070564	Amniota
GO:0070585	Opisthokonta
GO:0070613	Bilateria
GO:0070633	Amniota
GO:0070653	Euteleostomi
GO:0070657	Euteleostomi
GO:0070676	Eukaryota
GO:0070700	Bilateria
GO:0070723	cellular organisms
GO:0070728	Eukaryota
GO:0070737	Opisthokonta
GO:0070772	Eukaryota
GO:0070820	Amniota
GO:0070873	Eukaryota
GO:0070878	Eukaryota
GO:0070883	Eukaryota
GO:0070891	Bilateria
GO:0070902	Amniota
GO:0070903	root
GO:0070921	Eukaryota
GO:0070976	Eumetazoa
GO:0071001	Opisthokonta
GO:0071042	Opisthokonta
GO:0071107	Amniota
GO:0071164	root
GO:0071226	Eukaryota
GO:0071248	cellular organisms
GO:0071286	cellular organisms
GO:0071315	Vertebrata
GO:0071320	cellular organisms
GO:0071321	Eukaryota
GO:0071360	Eukaryota
GO:0071374	Amniota
GO:0071404	Amniota
GO:0071415	cellular organisms
GO:0071425	Chordata
GO:0071454	cellular organisms
GO:0071461	Eukaryota
GO:0071469	Eukaryota
GO:0071476	cellular organisms
GO:0071498	Vertebrata
GO:0071499	Amniota
GO:0071507	Fungi
GO:0071535	Amniota
GO:0071590	Eukaryota
GO:0071592	Eukaryota
GO:0071593	Amniota
GO:0071636	Amniota
GO:0071650	Amniota
GO:0071651	Tetrapoda
GO:0071660	Eutheria
GO:0071681	Amniota
GO:0071683	Eumetazoa
GO:0071693	Theria
GO:0071707	Euteleostomi
GO:0071800	Euteleostomi
GO:0071812	Amniota
GO:0071813	Bilateria
GO:0071852	Fungi
GO:0071870	Amniota
GO:0071888	Euteleostomi
GO:0071895	Gnathostomata
GO:0071907	Bilateria
GO:0071908	Vertebrata
GO:0071910	Euteleostomi
GO:0071941	cellular organisms
GO:0071953	Euteleostomi
GO:0071957	root
GO:0071958	root
GO:0071987	Eukaryota
GO:0072034	Amniota
GO:0072049	Euteleostomi
GO:0072086	Tetrapoda
GO:0072170	Amniota
GO:0072189	Amniota
GO:0072190	Amniota
GO:0072193	Amniota
GO:0072197	Amniota
GO:0072201	Euteleostomi
GO:0072282	Amniota
GO:0072341	Amniota
GO:0072350	Eukaryota
GO:0072388	Chordata
GO:0072423	Eukaryota
GO:0072539	Euteleostomi
GO:0072540	Euteleostomi
GO:0072560	Amniota
GO:0072573	Euteleostomi
GO:0072582	Eukaryota
GO:0072584	Amniota
GO:0072676	root
GO:0072687	Opisthokonta
GO:0072697	Eukaryota
GO:0072702	cellular organisms
GO:0072708	Eukaryota
GO:0072710	Eukaryota
GO:0072711	Eukaryota
GO:0072716	Amniota
GO:0072718	Eukaryota
GO:0072720	Eukaryota
GO:0072734	Amniota
GO:0072739	Amniota
GO:0072740	Amniota
GO:0075297	root
GO:0075733	root
GO:0080028	cellular organisms
GO:0080036	Mesangiospermae
GO:0080073	Pentapetalae
GO:0080113	Magnoliopsida
GO:0080124	Eukaryota
GO:0080141	Magnoliopsida
GO:0080149	rosids
GO:0080181	Brassicaceae
GO:0085016	Mycobacterium tuberculosis H37Rv
GO:0086001	Euteleostomi
GO:0086006	Euteleostomi
GO:0086008	Amniota
GO:0086097	Vertebrata
GO:0089722	Viridiplantae
GO:0090009	Euteleostomi
GO:0090023	Amniota
GO:0090029	Dikarya
GO:0090063	Eukaryota
GO:0090076	Amniota
GO:0090080	Amniota
GO:0090091	Amniota
GO:0090118	Bilateria
GO:0090119	Amniota
GO:0090153	Eukaryota
GO:0090170	Chordata
GO:0090177	Amniota
GO:0090184	Amniota
GO:0090188	Amniota
GO:0090331	Euteleostomi
GO:0090338	Fungi
GO:0090352	cellular organisms
GO:0090364	Eukaryota
GO:0090406	Streptophytina
GO:0090427	Euteleostomi
GO:0090428	Brassicaceae
GO:0090471	cellular organisms
GO:0090494	Bilateria
GO:0090520	Opisthokonta
GO:0090521	Amniota
GO:0090537	Eukaryota
GO:0090540	Escherichia coli K-12
GO:0090558	Mesangiospermae
GO:0090613	Archaea
GO:0090617	Streptophyta
GO:0090651	Eukaryota
GO:0090659	Amniota
GO:0090660	Chordata
GO:0090733	Amniota
GO:0097001	Eukaryota
GO:0097022	Amniota
GO:0097048	Amniota
GO:0097049	Bilateria
GO:0097050	Amniota
GO:0097062	Eukaryota
GO:0097065	Euteleostomi
GO:0097066	Euteleostomi
GO:0097067	Gnathostomata
GO:0097090	Bilateria
GO:0097130	Amniota
GO:0097133	Amniota
GO:0097165	Gnathostomata
GO:0097180	Amniota
GO:0097187	Gnathostomata
GO:0097188	Theria
GO:0097213	Amniota
GO:0097222	Eukaryota
GO:0097284	Amniota
GO:0097370	Opisthokonta
GO:0097398	Amniota
GO:0097440	Tetrapoda
GO:0097441	Amniota
GO:0097442	Amniota
GO:0097452	Amniota
GO:0097470	Euteleostomi
GO:0097472	Opisthokonta
GO:0097476	Amniota
GO:0097487	Amniota
GO:0097524	Eumetazoa
GO:0097529	Amniota
GO:0097533	cellular organisms
GO:0097553	Opisthokonta
GO:0097598	Amniota
GO:0097629	Opisthokonta
GO:0097632	Opisthokonta
GO:0097646	Amniota
GO:0097709	Amniota
GO:0097728	Amniota
GO:0097731	Eumetazoa
GO:0097744	Amniota
GO:0098528	Euteleostomi
GO:0098535	Eumetazoa
GO:0098556	Bilateria
GO:0098637	Amniota
GO:0098688	Amniota
GO:0098693	Bilateria
GO:0098759	Amniota
GO:0098773	Bilateria
GO:0098795	root
GO:0098814	Bilateria
GO:0098820	Bilateria
GO:0098837	Metazoa
GO:0098842	Bilateria
GO:0098849	cellular organisms
GO:0098856	Vertebrata
GO:0098871	Amniota
GO:0098876	Eukaryota
GO:0098885	Amniota
GO:0098886	Euteleostomi
GO:0098908	Euteleostomi
GO:0098928	Amniota
GO:0098965	Amniota
GO:0098967	Gnathostomata
GO:0098971	Bilateria
GO:0098998	Metazoa
GO:0099002	Viruses
GO:0099018	Viruses
GO:0099092	Euteleostomi
GO:0099111	Bilateria
GO:0099115	root
GO:0099140	Bilateria
GO:0099151	Euteleostomi
GO:0099152	Eukaryota
GO:0099158	Eukaryota
GO:0099159	Amniota
GO:0099171	Bilateria
GO:0099173	Bilateria
GO:0099178	Amniota
GO:0099502	Bilateria
GO:0099523	Bilateria
GO:0099524	Bilateria
GO:0099538	Amniota
GO:0099550	Euteleostomi
GO:0099559	Arthropoda
GO:0099589	Bilateria
GO:0099590	Bilateria
GO:0099608	Euteleostomi
GO:0099609	Ascomycota
GO:0099610	Euteleostomi
GO:0099620	root
GO:0099626	Amniota
GO:0099641	Bilateria
GO:0101004	Amniota
GO:0102100	root
GO:0102211	root
GO:0102263	Eukaryota
GO:0102522	cellular organisms
GO:0102524	Eukaryota
GO:0102757	cellular organisms
GO:0102758	Eukaryota
GO:0102919	root
GO:0102930	Viridiplantae
GO:0102984	Bacteria
GO:0103011	root
GO:0103074	root
GO:0103075	cellular organisms
GO:0106009	root
GO:0106015	Vertebrata
GO:0106037	Drosophila
GO:0106068	Amniota
GO:0106072	Eukaryota
GO:0106099	root
GO:0106140	cellular organisms
GO:0106142	Opisthokonta
GO:0106226	root
GO:0106235	Amniota
GO:0106276	Euteleostomi
GO:0106341	Theria
GO:0106342	Theria
GO:0106357	cellular organisms
GO:0106358	cellular organisms
GO:0110009	Fungi
GO:0110020	Bilateria
GO:0110024	Amniota
GO:0110027	Opisthokonta
GO:0110039	Rhabditida
GO:0110067	Brassicaceae
GO:0110104	Eukaryota
GO:0120048	Opisthokonta
GO:0120056	Amniota
GO:0120091	Spermatophyta
GO:0120110	root
GO:0120112	root
GO:0120113	root
GO:0120161	Amniota
GO:0120183	Amniota
GO:0120197	Amniota
GO:0120212	Eumetazoa
GO:0120213	Saccharomycotina
GO:0120228	Amniota
GO:0120229	Eukaryota
GO:0120282	Amniota
GO:0120283	Bilateria
GO:0120507	Bilateria
GO:0120513	Eukaryota
GO:0120537	Eukaryota
GO:0120542	cellular organisms
GO:0140005	Opisthokonta
GO:0140007	Chordata
GO:0140014	Bilateria
GO:0140030	Amniota
GO:0140034	Bilateria
GO:0140052	Amniota
GO:0140059	Bilateria
GO:0140064	Eukaryota
GO:0140109	Amniota
GO:0140117	Amniota
GO:0140212	Amniota
GO:0140260	Opisthokonta
GO:0140262	Bilateria
GO:0140290	Eukaryota
GO:0140294	Amniota
GO:0140299	Opisthokonta
GO:0140313	root
GO:0140318	Eukaryota
GO:0140328	Amniota
GO:0140429	Fungi
GO:0140459	Eukaryota
GO:0140484	Amniota
GO:0140485	Opisthokonta
GO:0140499	Opisthokonta
GO:0140602	root
GO:0140696	Enterobacteriaceae
GO:0140713	Opisthokonta
GO:0140718	Opisthokonta
GO:0140773	Bilateria
GO:0140774	Eumetazoa
GO:0140785	Opisthokonta
GO:0140794	Amniota
GO:0140805	Opisthokonta
GO:0140892	Amniota
GO:0140896	root
GO:0140928	Euteleostomi
GO:0140945	Eukaryota
GO:0140955	Eukaryota
GO:0140964	Embryophyta
GO:0140965	Bilateria
GO:0140984	Bilateria
GO:0140990	Bilateria
GO:0140991	Eukaryota
GO:0141006	Bilateria
GO:0141040	cellular organisms
GO:0141054	Bilateria
GO:0141124	Eukaryota
GO:0141137	Eukaryota
GO:0141162	cellular organisms
GO:0141164	Opisthokonta
GO:0141191	Euteleostomi
GO:0141193	Amniota
GO:0141200	Eumetazoa
GO:0141204	Euteleostomi
GO:0141207	Amniota
GO:0141217	Amniota
GO:0150003	Amniota
GO:0150005	Amniota
GO:0150032	Euteleostomi
GO:0150052	Euteleostomi
GO:0150053	Amniota
GO:0150090	Amniota
GO:0160004	Euteleostomi
GO:0160049	Euteleostomi
GO:0160079	Amniota
GO:0160097	root
GO:0160101	root
GO:0160106	Chordata
GO:0160112	Amniota
GO:0160121	Amniota
GO:0160125	Bilateria
GO:0160134	Opisthokonta
GO:0160142	cellular organisms
GO:0160177	Bilateria
GO:0160178	Euteleostomi
GO:0160226	Amniota
GO:0170027	Amniota
GO:0170047	Bilateria
GO:0180011	Bilateria
GO:1900017	Amniota
GO:1900027	Eukaryota
GO:1900037	Eukaryota
GO:1900058	Viridiplantae
GO:1900077	Amniota
GO:1900125	Vertebrata
GO:1900126	Amniota
GO:1900180	Opisthokonta
GO:1900222	Amniota
GO:1900242	Bilateria
GO:1900366	Mesangiospermae
GO:1900369	Eukaryota
GO:1900426	cellular organisms
GO:1900449	Eumetazoa
GO:1900451	Amniota
GO:1900454	Amniota
GO:1900480	Amniota
GO:1900754	Pseudomonadota
GO:1900865	Viridiplantae
GO:1900871	Spermatophyta
GO:1901028	Amniota
GO:1901075	Rhabditida
GO:1901128	Euarchontoglires
GO:1901168	Burkholderiales
GO:1901203	Bilateria
GO:1901241	Pseudomonadota
GO:1901285	Archaea
GO:1901289	cellular organisms
GO:1901335	cellular organisms
GO:1901509	Amniota
GO:1901563	Drosophila
GO:1901610	Eukaryota
GO:1901653	Eukaryota
GO:1901684	cellular organisms
GO:1901703	Embryophyta
GO:1901705	root
GO:1901740	Euteleostomi
GO:1901741	Euteleostomi
GO:1901747	Magnoliopsida
GO:1901799	Eukaryota
GO:1901835	Bilateria
GO:1901875	cellular organisms
GO:1901901	root
GO:1901990	Eumetazoa
GO:1902012	Bacilli
GO:1902068	Amniota
GO:1902110	Metazoa
GO:1902172	Amniota
GO:1902203	Amniota
GO:1902217	Amniota
GO:1902224	Eukaryota
GO:1902235	Amniota
GO:1902326	Viridiplantae
GO:1902413	Opisthokonta
GO:1902455	Eukaryota
GO:1902499	Opisthokonta
GO:1902622	Chordata
GO:1902692	Bilateria
GO:1902732	Vertebrata
GO:1902745	cellular organisms
GO:1902858	Tetrapoda
GO:1902897	Amniota
GO:1902906	Fungi
GO:1902911	Eukaryota
GO:1902916	Eukaryota
GO:1902951	Amniota
GO:1902991	Tetrapoda
GO:1902992	Amniota
GO:1903003	Opisthokonta
GO:1903011	Euteleostomi
GO:1903013	Eukaryota
GO:1903020	Amniota
GO:1903038	Amniota
GO:1903093	Euteleostomi
GO:1903131	Tetrapoda
GO:1903135	cellular organisms
GO:1903169	Amniota
GO:1903292	Eukaryota
GO:1903293	Opisthokonta
GO:1903377	Chordata
GO:1903378	Gnathostomata
GO:1903380	Fungi
GO:1903391	Arthropoda
GO:1903392	Bilateria
GO:1903426	Eukaryota
GO:1903438	Eukaryota
GO:1903449	Euteleostomi
GO:1903452	Opisthokonta
GO:1903459	Fungi
GO:1903490	Opisthokonta
GO:1903501	Fungi
GO:1903522	Eumetazoa
GO:1903527	Eukaryota
GO:1903539	Bilateria
GO:1903543	Bilateria
GO:1903580	Amniota
GO:1903659	cellular organisms
GO:1903691	Amniota
GO:1903723	Eumetazoa
GO:1903724	Metazoa
GO:1903767	Gnathostomata
GO:1903774	root
GO:1903775	Opisthokonta
GO:1903778	Eukaryota
GO:1903798	Eukaryota
GO:1903841	Amniota
GO:1903861	Bilateria
GO:1903883	Amniota
GO:1903886	Amniota
GO:1903894	Bilateria
GO:1903929	Euteleostomi
GO:1903979	Euteleostomi
GO:1903980	Euteleostomi
GO:1903981	cellular organisms
GO:1903984	Amniota
GO:1904019	Amniota
GO:1904062	Euteleostomi
GO:1904150	Amniota
GO:1904288	Amniota
GO:1904292	Eukaryota
GO:1904320	Tetrapoda
GO:1904349	Tetrapoda
GO:1904383	Eukaryota
GO:1904389	Amniota
GO:1904396	Bilateria
GO:1904564	Fungi
GO:1904582	Bilateria
GO:1904595	root
GO:1904628	Euteleostomi
GO:1904645	Amniota
GO:1904761	Amniota
GO:1904772	Amniota
GO:1904802	Fungi
GO:1904861	Euteleostomi
GO:1904864	Euteleostomi
GO:1904867	Bilateria
GO:1904891	Euteleostomi
GO:1904906	Amniota
GO:1904949	Eukaryota
GO:1904967	root
GO:1904973	Amniota
GO:1905011	Mesangiospermae
GO:1905091	Bilateria
GO:1905165	Bilateria
GO:1905166	Bilateria
GO:1905244	Eumetazoa
GO:1905278	Bilateria
GO:1905298	Euteleostomi
GO:1905303	Eukaryota
GO:1905345	Eukaryota
GO:1905356	saccharomyceta
GO:1905370	Metazoa
GO:1905413	Gnathostomata
GO:1905451	Amniota
GO:1905460	Amniota
GO:1905505	Euteleostomi
GO:1905517	Euteleostomi
GO:1905602	Tetrapoda
GO:1905655	Agalychnis
GO:1905664	Amniota
GO:1905665	Opisthokonta
GO:1905669	Gnathostomata
GO:1905670	Euteleostomi
GO:1905671	Bilateria
GO:1905703	Amniota
GO:1905721	Opisthokonta
GO:1905761	Eukaryota
GO:1905806	Bilateria
GO:1905820	Bilateria
GO:1905824	root
GO:1905835	Euteleostomi
GO:1905869	Bilateria
GO:1990044	Opisthokonta
GO:1990074	Eukaryota
GO:1990108	Eumetazoa
GO:1990110	Embryophyta
GO:1990111	Deuterostomia
GO:1990117	Amniota
GO:1990144	Amniota
GO:1990145	Eukaryota
GO:1990304	Fungi
GO:1990379	Euteleostomi
GO:1990381	Bilateria
GO:1990400	Opisthokonta
GO:1990416	Gnathostomata
GO:1990427	Amniota
GO:1990451	Pseudomonadota
GO:1990508	Opisthokonta
GO:1990524	Ascomycota
GO:1990532	cellular organisms
GO:1990549	Opisthokonta
GO:1990559	Eukaryota
GO:1990621	Opisthokonta
GO:1990622	Euteleostomi
GO:1990641	cellular organisms
GO:1990644	Fungi
GO:1990677	Saccharomycetaceae
GO:1990682	Euteleostomi
GO:1990696	Amniota
GO:1990730	Bilateria
GO:1990738	cellular organisms
GO:1990748	root
GO:1990814	root
GO:1990834	Bilateria
GO:1990856	cellular organisms
GO:1990909	Euteleostomi
GO:1990927	Bilateria
GO:1990962	Amniota
GO:2000019	Euteleostomi
GO:2000020	Bilateria
GO:2000025	Viridiplantae
GO:2000059	Opisthokonta
GO:2000064	Amniota
GO:2000066	Amniota
GO:2000078	Amniota
GO:2000097	Theria
GO:2000106	Glires
GO:2000120	Amniota
GO:2000138	Amniota
GO:2000147	Eukaryota
GO:2000171	Bilateria
GO:2000180	Amniota
GO:2000182	Amniota
GO:2000187	Euarchontoglires
GO:2000225	Amniota
GO:2000242	Amniota
GO:2000256	Amniota
GO:2000279	Amniota
GO:2000288	Euteleostomi
GO:2000301	Eumetazoa
GO:2000317	Amniota
GO:2000321	Amniota
GO:2000323	Euteleostomi
GO:2000331	Bilateria
GO:2000349	Amniota
GO:2000351	Euteleostomi
GO:2000352	Amniota
GO:2000359	Boreoeutheria
GO:2000370	Opisthokonta
GO:2000378	Eukaryota
GO:2000381	Tetrapoda
GO:2000401	Euteleostomi
GO:2000408	Eutheria
GO:2000463	Gnathostomata
GO:2000538	Amniota
GO:2000561	Eutheria
GO:2000573	Amniota
GO:2000584	Euteleostomi
GO:2000627	Bilateria
GO:2000637	Bilateria
GO:2000638	Amniota
GO:2000642	Amniota
GO:2000647	Bilateria
GO:2000660	root
GO:2000670	Amniota
GO:2000672	Bilateria
GO:2000675	Tetrapoda
GO:2000738	Bilateria
GO:2000739	Euteleostomi
GO:2000741	Amniota
GO:2000772	Euteleostomi
GO:2000791	Euteleostomi
GO:2000794	Amniota
GO:2000813	cellular organisms
GO:2000819	Opisthokonta
GO:2000836	Euteleostomi
GO:2000852	Gnathostomata
GO:2000866	Euteleostomi
GO:2000886	Bacteria
GO:2000975	Euteleostomi
GO:2000981	Amniota
GO:2001019	Bilateria
GO:2001023	cellular organisms
GO:2001032	Opisthokonta
GO:2001044	Amniota
GO:2001113	Amniota
GO:2001190	Amniota
GO:2001233	Bilateria
GO:0000019	root
GO:0000048	cellular organisms
GO:0000234	cellular organisms
GO:0000248	root
GO:0000282	root
GO:0000384	Fungi
GO:0000388	Eukaryota
GO:0000411	Fungi
GO:0000430	Tetrapoda
GO:0000464	Fungi
GO:0000732	Opisthokonta
GO:0000741	Eukaryota
GO:0000923	root
GO:0001069	root
GO:0001411	saccharomyceta
GO:0001581	Bilateria
GO:0001640	Opisthokonta
